,composition,gfa
1827,Fe75P12.5C12.5,True
1828,Fe75P17.5C7.5,True
1829,Fe75P7.5C17.5,True
1830,Fe75Si12.5B12.5,True
1831,Fe75Si12B13,True
1832,Fe75Si13B12,True
1833,Fe75Si17.5B7.5,True
1834,Fe75Si3B22,True
1835,Fe75Si4B21,True
1836,Fe75Si7.5B17.5,True
1837,Fe76(P5C3)3,True
1838,Fe76Mo7P17,True
1839,Fe76Ni5B19,True
1840,Fe77.5B20W2.5,True
1841,Fe77.5B22.5,True
1842,Fe77.5P10C12.5,True
1843,Fe77.5P12.5C10,True
1844,Fe77.5P15C7.5,True
1845,Fe77.5P16C6.5,True
1846,Fe77.5P17.5C5,True
1847,Fe77.5P5C17.5,False
1848,Fe77.5P7.5C15,True
1849,Fe77.5Si10B12.5,True
1850,Fe77.5Si12.5B10,True
1851,Fe77.5Si13.5B9,True
1852,Fe77.5Si15B7.5,True
1853,Fe77.5Si2.5B20,True
1854,Fe77.5Si5B17.5,True
1855,Fe77.5Si7.5B15,True
1856,Fe77B10F13,True
1857,Fe77B13P10,True
1858,Fe77B15P8,True
1859,Fe77B17P6,True
1860,Fe77B19P4,False
1861,Fe77B20Mo3,True
1862,Fe77B8Mo15,False
1863,Fe77Co6B17,True
1864,Fe77Cu15B8,False
1865,Fe77Cu5B18,False
1866,Fe77Ni15B8,False
1867,Fe77Ni5B18,True
1868,Fe77P15C8,True
1869,Fe77Si11B12,True
1870,Fe78.5B20F1.5,True
1871,Fe78.5P15C6.5,True
1872,Fe78.5Si9B12.5,True
1873,Fe78B17C5,True
1874,Fe78B9P13,True
1875,Fe78Si15B7,True
1876,Fe78Si7.5B14.5,True
1877,Fe78Si7B15,True
1878,Fe79(B2C)7,True
1879,Fe79(B2Mo5)3,False
1880,Fe79(B2P)7,True
1881,Fe79(B2P5)3,True
1882,Fe79(B2W)7,True
1883,Fe79(B3P4)3,True
1884,Fe79(B4C3)3,True
1885,Fe79(B4P3)3,True
1886,Fe79(B5P2)3,True
1887,Fe79(B6C)3,True
1888,Fe79(B6P)3,False
1889,Fe79(BP2)7,True
1890,Fe79(BP6)3,True
1891,Fe79(Cu5B2)3,False
1892,Fe79(Ni5B2)3,False
1893,Fe79(SiB2)7,True
1894,Fe79(W2C)7,False
1895,Fe79.5Cu0.5B20,True
1896,Fe79.5Si3.5B17,True
1897,Fe79B10F11,True
1898,Fe79B10P11,True
1899,Fe79B11P10,True
1900,Fe79B13P8,True
1901,Fe79B16Mo5,True
1902,Fe79B16P5,True
1903,Fe79B17P4,True
1904,Fe79B20Mo,True
1905,Fe79B20W,True
1906,Fe79B21,True
1907,Fe79B8P13,True
1908,Fe79Co4B17,True
1909,Fe79Cu5B16,False
1910,Fe79CuB20,False
1911,Fe79Ni5B16,True
1912,Fe79W16C5,False
1913,Fe7B2Mo,True
1914,Fe7BMo2,True
1915,Fe7CoB2,True
1916,Fe7CuB2,False
1917,Fe7Ni2B,False
1918,Fe7Ni76B17,True
1919,Fe7Ni7B6,True
1920,Fe7Ni9B4,True
1921,Fe7Ni9P4,True
1922,Fe7NiB2,True
1923,Fe7Si20Pd73,True
1924,Fe7Si2B,True
1925,Fe7Si2C,True
1926,Fe7SiB2,True
1927,Fe7SiC2,True
1928,Fe7WC2,False
1929,Fe80.5B17Mo2.5,True
1930,Fe80.5B17W2.5,True
1931,Fe80.5Ni2.5B17,True
1932,Fe80.5P13C6.5,True
1933,Fe80.5P15C4.5,True
1934,Fe80B11C9,True
1935,Fe80B11P9,True
1936,Fe80B13C7,True
1937,Fe80B13P7,True
1938,Fe80B17C3,True
1939,Fe80B17P3,False
1940,Fe80B7P13,True
1941,Fe80B9C11,True
1942,Fe80B9P11,True
1943,Fe80Co3B17,True
1944,Fe80Ni3B17,True
1945,Fe80P12.5C7.5,True
1946,Fe80P13C7,True
1947,Fe80P17.5C2.5,True
1948,Fe80P7.5C12.5,True
1949,Fe80Si10.5P9.5,True
1950,Fe80Si11B9,False
1951,Fe80Si12.5B7.5,True
1952,Fe80Si2.5B17.5,True
1953,Fe80Si2.5P17.5,True
1954,Fe80Si3B17,True
1955,Fe80Si7.5B12.5,True
1956,Fe80Si7P13,True
1957,Fe80Si9P11,True
1958,Fe81.5B18.5,True
1959,Fe81.5Cu0.5B18,True
1960,Fe81.5Cu1.5B17,True
1961,Fe81.5P15C3.5,True
1962,Fe81.5Si12.5B6,False
1963,Fe81.5Si4B14.5,True
1964,Fe81B10C9,True
1965,Fe81B10P9,True
1966,Fe81B12C7,True
1967,Fe81B12Mo7,True
1968,Fe81B12P7,True
1969,Fe81B12W7,True
1970,Fe81B14C5,True
1971,Fe81B14Mo5,True
1972,Fe81B14P5,True
1973,Fe81B16C3,True
1974,Fe81B16P3,True
1975,Fe81B17F2,True
1976,Fe81B19,True
1977,Fe81B4Mo15,False
1978,Fe81B6P13,True
1979,Fe81B7P12,True
1980,Fe81B8P11,True
1981,Fe81B9P10,True
1982,Fe81Co2B17,True
1983,Fe81Cu3B16,False
1984,Fe81Cu5B14,False
1985,Fe81CuB18,False
1986,Fe81Ni15B4,False
1987,Fe81Ni3B16,True
1988,Fe81Ni5B14,True
1989,Fe81Si4B15,True
1990,Fe82(BC)9,True
1991,Fe82(BP)9,True
1992,Fe82(SiB5)3,True
1993,Fe82.5B17.5,True
1994,Fe82.5P10C7.5,False
1995,Fe82.5P12.5C5,False
1996,Fe82.5P15C2.5,True
1997,Fe82.5P7.5C10,False
1998,Fe82.5Si10B7.5,False
1999,Fe82.5Si5B12.5,True
2000,Fe82B11C7,True
2001,Fe82B7P11,True
2002,Fe82CoB17,True
2003,Fe82P11.5C6.5,True
2004,Fe82Si5B13,True
2005,Fe82SiB17,True
2006,Fe82Sn1.5B16.5,True
2007,Fe83.5Cu0.5B16,True
2008,Fe83.5Si6.5B10,False
2009,Fe83B10C7,True
2010,Fe83B10P7,True
2011,Fe83B12C5,True
2012,Fe83B12Mo5,True
2013,Fe83B12P5,True
2014,Fe83B14C3,True
2015,Fe83B14P3,True
2016,Fe83B17,True
2017,Fe83B2.3P14.7,True
2018,Fe83B2Mo15,False
2019,Fe83B3P14,False
2020,Fe83B5P12,True
2021,Fe83B6P11,True
2022,Fe83B7P10,True
2023,Fe83B8C9,True
2024,Fe83B8P9,True
2025,Fe83B9Mo8,False
2026,Fe83Cu3B14,False
2027,Fe83Cu5B12,False
2028,Fe83CuB16,False
2029,Fe83Ni15B2,False
2030,Fe83Ni3B14,True
2031,Fe83Ni5B12,False
2032,Fe83NiB16,True
2033,Fe83Si11B6,False
2034,Fe83Si2B15,True
2035,Fe83Si3B14,True
2036,Fe83Si4B13,True
2037,Fe83Si5B12,True
2038,Fe83Si7B10,False
2039,Fe83Si8B9,False
2040,Fe83SiB16,True
2041,Fe84B11C5,True
2042,Fe84B5P11,False
2043,Fe84B7P9,False
2044,Fe84Si3B13,True
2045,Fe84SiB15,True
2046,Fe85(B4C)3,True
2047,Fe85(CuB4)3,False
2048,Fe85(NiB4)3,False
2049,Fe85.5Cu0.5B14,True
2050,Fe85B11P4,False
2051,Fe85B7Mo8,False
2052,Fe85B8C7,True
2053,Fe85CuB14,False
2054,Fe85NiB14,True
2055,Fe85P12.5C2.5,False
2056,Fe85P7.5C7.5,False
2057,Fe85Si2B13,False
2058,Fe86(BC)7,True
2059,Fe86.5Cu0.5B13,True
2060,Fe87B13,True
2061,Fe87B8Mo5,False
2062,Fe87Cu3B10,False
2063,Fe87Cu5B8,False
2064,Fe87CuB12,False
2065,Fe87Ni5B8,False
2066,Fe87NiB12,False
2067,Fe89B6F5,False
2068,Fe89B6Mo5,False
2069,Fe89Cu3B8,False
2070,Fe89Cu5B6,False
2071,Fe89CuB10,False
2072,Fe89Ni3B8,False
2073,Fe89Ni5B6,False
2074,Fe89NiB10,False
2075,Fe8BC,True
2076,Fe8BMo,True
2077,Fe8BP,True
2078,Fe8Co75B17,True
2079,Fe8CuB,False
2080,Fe8GeB,True
2081,Fe8NiB,True
2082,Fe8PC,True
2083,Fe8SiB,True
2084,Fe8SiP,True
2085,Fe9(BN)8,True
2086,Fe91(CuB2)3,False
2087,Fe91B4Mo5,False
2088,Fe91B7F2,False
2089,Fe91B9,True
2090,Fe91Cu5B4,False
2091,Fe91CuB8,False
2092,Fe91Ni5B4,False
2093,Fe91NiB8,False
2094,Fe93B2Mo5,False
2095,Fe93CuB6,False
2096,Fe93Ni3B4,False
2097,Fe93NiB6,False
2098,Fe95CuB4,False
2099,Fe95NiB4,False
2100,Fe9Ag11,False
2101,FeAg,False
2102,FeB5Mo14,True
2103,FeB5W14,True
2104,FeCo14B5,True
2105,FeCo15B4,True
2106,FeCo3B,True
2107,FeCo7B2,True
2108,FeCu33Ag16,False
2109,FeCu9,False
2110,FeNi,True
2111,FeNi14B5,True
2112,FeNi15P4,True
2113,FeNi3B,True
2114,FeNi3P,True
2115,FeNi79P20,True
2116,FeNi7P2,True
2117,Ga10Fe73B17,True
2118,Ga2Fe81B17,True
2119,Ga4Fe79B17,True
2120,Ga6Fe77B17,True
2121,Ga8Fe75B17,True
2122,Gd0.3Zr10Fe89.7,True
2123,Gd11Al5Ni4,True
2124,Gd11Al9,True
2125,Gd12.9Co73Mo14.1,True
2126,Gd14Co70.6Mo15.4,True
2127,Gd14Si11,True
2128,Gd19.4Co72.8Mo7.8,True
2129,Gd2(Al5Ni)3,True
2130,Gd2Al17Ni,True
2131,Gd2Al23,True
2132,Gd2Al7Ni,False
2133,Gd33.3Al33.4Fe33.3,True
2134,Gd3Al13Cu4,True
2135,Gd3Al13Ni4,True
2136,Gd3Al14Ni3,True
2137,Gd3Al15Ni2,False
2138,Gd3Al16Ni,False
2139,Gd3Al17,False
2140,Gd3Al2,True
2141,Gd3Al22,True
2142,Gd3Al47,False
2143,Gd3Au,True
2144,Gd3Zr5Fe42,False
2145,Gd5(Al14Ni)3,True
2146,Gd5.5Al89Fe5.5,True
2147,Gd5Al37Ni8,True
2148,Gd5Al83Ni12,True
2149,Gd5Al87Ni8,True
2150,Gd6.4Al87.2Fe6.4,True
2151,Gd67.5B10Au22.5,True
2152,Gd6Al39Ni5,True
2153,Gd7(Al29Ni2)3,True
2154,Gd7.3Al85.4Fe7.3,True
2155,Gd7Al83Ni10,True
2156,Gd8.2Al83.6Fe8.2,True
2157,Gd8.4Co75.6Mo16,True
2158,Gd8Al85Ni7,True
2159,Gd9.1Al81.8Fe9.1,True
2160,Gd9Al11,True
2161,Gd9Al81Ni10,True
2162,Gd9Al83Ni8,True
2163,Gd9Al85Ni6,True
2164,GdAl,True
2165,GdAl15Ni4,False
2166,GdAl16Ni3,True
2167,GdAl17Ni2,True
2168,GdAl18Ni,True
2169,GdAl3Ni,False
2170,GdAl7Ni2,True
2171,GdAl8Fe,True
2172,GdAl8Ni,True
2173,GdAl9,True
2174,GdZr5Fe44,True
2175,Ge21Pd79,True
2176,Hf(Cu2Ni)3,False
2177,Hf(CuNi)2,True
2178,Hf(CuNi2)3,False
2179,Hf10Cu7Ni3,True
2180,Hf10Nb7Si3,True
2181,Hf10V7Si3,True
2182,Hf11(Cu2Ni)3,True
2183,Hf11(CuNi2)3,True
2184,Hf11(Nb2Si)3,True
2185,Hf11(V2Si)3,True
2186,Hf11(Zr2Si)3,True
2187,Hf11Cu4Ni5,True
2188,Hf11Cu5Ni4,True
2189,Hf11Fe54.9O34.1,False
2190,Hf11TaFe38,True
2191,Hf12.2Fe51.5O36.3,False
2192,Hf12Nb5Si3,True
2193,Hf12V5Si3,True
2194,Hf13.7Fe50.2O36.1,True
2195,Hf13Al2Cu5,True
2196,Hf13Al2Ni5,True
2197,Hf13Cu4Ni3,True
2198,Hf13Nb4Si3,True
2199,Hf13Ta17Fe70,True
2200,Hf13V4Si3,True
2201,Hf14(NbSi)3,True
2202,Hf14(VSi)3,True
2203,Hf15.2Zr60.8Fe24,True
2204,Hf15Cu2Ni3,True
2205,Hf15Cu4Ni,False
2206,Hf15Nb2Si3,True
2207,Hf15V2Si3,True
2208,Hf16NbSi3,True
2209,Hf16VSi3,True
2210,Hf17Si3,True
2211,Hf18.2Fe46.2O35.6,True
2212,Hf19(TaFe8)9,True
2213,Hf2(Zr5Si)3,True
2214,Hf2.1Fe88.4O9.5,False
2215,Hf21Nb22Cu57,True
2216,Hf22.8Zr53.2Fe24,True
2217,Hf23Nb20Cu57,True
2218,Hf25Zr32Be43,True
2219,Hf28(Nb5Cu19)3,True
2220,Hf28.8Nb33Cu38.2,True
2221,Hf2Cu2Ni,True
2222,Hf2Cu3,True
2223,Hf2Cu3Ni5,True
2224,Hf2Cu5Ni3,True
2225,Hf2Cu7Ni,False
2226,Hf2CuNi,True
2227,Hf2CuNi2,True
2228,Hf2CuNi7,True
2229,Hf2Ni3,True
2230,Hf2Ta3Fe5,True
2231,Hf2Ta7Fe16,True
2232,Hf30.1Nb30Cu39.9,True
2233,Hf32.3Nb25Cu42.7,True
2234,Hf33Nb10Cu57,True
2235,Hf34.2Zr41.8Fe24,True
2236,Hf34.4Nb20Cu45.6,True
2237,Hf36.6Nb15Cu48.4,True
2238,Hf37Fe63,True
2239,Hf38.7Nb10Cu51.3,True
2240,Hf38Nb5Cu57,True
2241,Hf3Cu2,True
2242,Hf3Cu2Ni5,True
2243,Hf3Cu3Ni4,True
2244,Hf3Cu4Ni3,True
2245,Hf3Cu5Ni2,True
2246,Hf3Cu6Ni,True
2247,Hf3Cu7,True
2248,Hf3CuNi,True
2249,Hf3CuNi6,True
2250,Hf3Ni2,True
2251,Hf3Ni7,True
2252,Hf3Ta2Fe5,True
2253,Hf4(CuNi)3,True
2254,Hf40.9Nb5Cu54.1,True
2255,Hf41Nb44Si15,True
2256,Hf42.6Nb1Cu56.4,True
2257,Hf42Nb43Si15,True
2258,Hf42NbCu57,True
2259,Hf43(Nb14Si5)3,True
2260,Hf44Nb41Si15,True
2261,Hf46(Nb13Si5)3,True
2262,Hf47Nb38Si15,True
2263,Hf48Nb37Si15,True
2264,Hf49(Nb12Si5)3,True
2265,Hf4Cu5Ni,True
2266,Hf4CuNi5,True
2267,Hf4Ta31Fe65,True
2268,Hf4TaFe5,True
2269,Hf4Zr13Si3,True
2270,Hf51Nb34Si15,True
2271,Hf51V34Si15,True
2272,Hf52(Nb11Si5)3,True
2273,Hf52(V11Si5)3,True
2274,Hf53Nb32Si15,True
2275,Hf53V32Si15,True
2276,Hf54Nb31Si15,True
2277,Hf54V31Si15,True
2278,Hf54Zr3Be43,True
2279,Hf56Nb29Si15,True
2280,Hf56V29Si15,True
2281,Hf57Nb28Si15,True
2282,Hf57V28Si15,True
2283,Hf58(Nb9Si5)3,True
2284,Hf58(V9Si5)3,True
2285,Hf59Nb26Si15,True
2286,Hf59V26Si15,True
2287,Hf5Cu2Ni3,True
2288,Hf5Cu3Ni2,True
2289,Hf5Cu4Ni,True
2290,Hf5CuNi4,True
2291,Hf5Zr52Be43,True
2292,Hf61(Nb8Si5)3,True
2293,Hf61(V8Si5)3,True
2294,Hf62Nb23Si15,True
2295,Hf62V23Si15,True
2296,Hf63Nb22Si15,True
2297,Hf63V22Si15,True
2298,Hf64(Nb7Si5)3,True
2299,Hf64(V7Si5)3,True
2300,Hf66Nb19Si15,True
2301,Hf66V19Si15,True
2302,Hf67(Co10P)3,True
2303,Hf67(Co8Si3)3,True
2304,Hf67(Nb6Si5)3,True
2305,Hf67(Ni9P2)3,True
2306,Hf67(V6Si5)3,True
2307,Hf67Co33,True
2308,Hf67Ni33,True
2309,Hf68Nb17Si15,True
2310,Hf68V17Si15,True
2311,Hf69Nb16Si15,True
2312,Hf69V16Si15,True
2313,Hf6Cu3Ni,True
2314,Hf6CuNi3,True
2315,Hf6Zr11Si3,True
2316,Hf7(Fe27B4)3,True
2317,Hf7(Fe29B2)3,True
2318,Hf7.6Zr68.4Fe24,True
2319,Hf71Nb14Si15,True
2320,Hf71V14Si15,True
2321,Hf72Nb13Si15,True
2322,Hf72V13Si15,True
2323,Hf73(Nb4Si5)3,True
2324,Hf73(V4Si5)3,True
2325,Hf74Nb11Si15,True
2326,Hf74V11Si15,True
2327,Hf76(Nb3Si5)3,True
2328,Hf76(V3Si5)3,True
2329,Hf77Nb8Si15,True
2330,Hf77V8Si15,True
2331,Hf78Nb7Si15,True
2332,Hf78V7Si15,True
2333,Hf79(Nb2Si5)3,True
2334,Hf79(V2Si5)3,True
2335,Hf7Cu2Ni,True
2336,Hf7Cu3,True
2337,Hf7CuNi2,True
2338,Hf7Fe77B16,True
2339,Hf7Fe85B8,True
2340,Hf7Fe89B4,True
2341,Hf7Fe91B2,True
2342,Hf7Ni3,True
2343,Hf8(Nb3Si)3,True
2344,Hf8(Zr3Si)3,True
2345,Hf81Nb4Si15,True
2346,Hf81V4Si15,True
2347,Hf82(NbSi5)3,True
2348,Hf82(VSi5)3,True
2349,Hf83Nb2Si15,True
2350,Hf83V2Si15,True
2351,Hf84NbSi15,True
2352,Hf84VSi15,True
2353,Hf8CuNi,False
2354,Hf9.5Fe48.9O41.6,False
2355,Hf9.8Fe87.9B2.3,True
2356,Hf9Cu6Ni5,True
2357,Hf9Cu7Ni4,True
2358,Hf9Cu8Ni3,True
2359,Hf9Nb8Si3,True
2360,HfCu,True
2361,HfCu2Ni7,False
2362,HfCu3Ni,True
2363,HfCu4Ni5,False
2364,HfCu5Ni4,False
2365,HfCu7Ni2,False
2366,HfCuNi3,True
2367,HfFe,True
2368,HfNi,True
2369,HfTa4Fe5,True
2370,Ho(Fe5B)4,True
2371,Ho2Fe19B4,True
2372,HoFe41B8,True
2373,La(Al2Ni)3,False
2374,La(Al6Ni)7,True
2375,La(AlCu)2,False
2376,La(AlCu2)3,False
2377,La(AlNi)2,True
2378,La(AlNi2)3,False
2379,La(Mg2Cu)3,True
2380,La(Mg2Ni)3,True
2381,La(MgCu)2,True
2382,La(MgNi)2,True
2383,La0.3Zr10Fe89.7,True
2384,La10Al14Ni,True
2385,La10Al3Ni7,True
2386,La10Al7Cu3,True
2387,La10Al7Ni3,True
2388,La11(Al2Cu)3,True
2389,La11(Al2Ni)3,True
2390,La11(AlNi2)3,True
2391,La11Al2Ni7,True
2392,La11Al4Cu5,True
2393,La11Al4Ni5,True
2394,La11Al5Ag4,True
2395,La11Al5Au4,True
2396,La11Al5Co4,True
2397,La11Al5Cr4,True
2398,La11Al5Cu4,True
2399,La11Al5Fe4,True
2400,La11Al5Ni4,True
2401,La11Al5Pt4,True
2402,La11Al5Zn4,True
2403,La11Al7Cu2,True
2404,La11Al7Ni2,True
2405,La11Al8Ni,True
2406,La11AlNi8,True
2407,La11Cu44.5Au44.5,True
2408,La11Mn4Al5,True
2409,La12Al3Cu5,True
2410,La12Al3Ni5,True
2411,La12Al5Cu3,True
2412,La12Al5Ni3,True
2413,La12Al7Ni,True
2414,La12Mg5Ni8,True
2415,La12Ni13,True
2416,La13(Al25Ni4)3,True
2417,La13(Al27Ni2)3,True
2418,La13Al2Ni5,True
2419,La13Al3Ni4,True
2420,La13Al4Ni3,True
2421,La13Al5Cu2,True
2422,La13Al5Ni2,True
2423,La13Al6Ni,True
2424,La13Al71Ni16,True
2425,La13Al73Ni14,True
2426,La13Al77Ni10,True
2427,La13Al79Ni8,True
2428,La13Al83Ni4,True
2429,La13Al85Ni2,True
2430,La13AlNi6,True
2431,La14(AlNi)3,True
2432,La14Al5Ni,True
2433,La14Al69Ni17,True
2434,La15Al2Ni3,True
2435,La15Al3Ni2,True
2436,La15Al3Ni32,True
2437,La15Al4Ni,True
2438,La15AlNi4,True
2439,La16Al3Ni,True
2440,La16Al3Ni31,True
2441,La16Al67Ni17,True
2442,La17AlNi2,True
2443,La18Al65Ni17,True
2444,La2(Al5Ni)3,True
2445,La2(CuAu)9,True
2446,La2(Mg5Cu)3,False
2447,La2(Mg5Ni)3,True
2448,La20Al21Ni59,True
2449,La20Al63Ni17,True
2450,La20AlNi29,True
2451,La21Al28Ni,True
2452,La21AlNi28,True
2453,La22Al19Ni59,True
2454,La22Al61Ni17,True
2455,La22AlNi27,True
2456,La24Al17Ni59,True
2457,La24Al59Ni17,True
2458,La26Al15Ni59,True
2459,La26Al57Ni17,True
2460,La27Al11Ni62,True
2461,La27Al9Ni64,True
2462,La28Al55Ni17,True
2463,La2Al16Ni7,True
2464,La2Al17Cu,True
2465,La2Al17Ni,True
2466,La2Al23,True
2467,La2Al2Cu,False
2468,La2Al2Ni,True
2469,La2Al3,False
2470,La2Al3Cu5,False
2471,La2Al3Ni5,True
2472,La2Al5Cu3,False
2473,La2Al5Ni3,True
2474,La2Al7Ni,False
2475,La2AlCu,True
2476,La2AlCu2,True
2477,La2AlCu7,False
2478,La2AlNi,True
2479,La2AlNi2,True
2480,La2AlNi7,False
2481,La2Mg13Ni5,True
2482,La2Mg13Zn5,True
2483,La2Mg17Ni,False
2484,La2Mg18Zn5,True
2485,La2Mg2Cu,True
2486,La2Mg2Ni,False
2487,La2Mg37Zn11,True
2488,La2Mg3Cu5,True
2489,La2Mg5Cu3,True
2490,La2Mg5Ni3,True
2491,La2Mg7Ni,True
2492,La2MgCu2,False
2493,La2Ni3,False
2494,La3(Mg10Ni)2,True
2495,La30Al53Ni17,True
2496,La32Al53Ni15,True
2497,La34Al53Ni13,True
2498,La36Al53Ni11,True
2499,La37(Al19Ni2)3,True
2500,La37Al53Ni10,True
2501,La37Al55Ni8,True
2502,La39Al2Ni59,True
2503,La3Al10Ni7,False
2504,La3Al13Ni4,True
2505,La3Al14Ni3,False
2506,La3Al15Ni2,False
2507,La3Al15Ni7,True
2508,La3Al16Ni,False
2509,La3Al2,True
2510,La3Al2Cu5,True
2511,La3Al2Ni5,True
2512,La3Al33Ni14,True
2513,La3Al3Cu4,True
2514,La3Al3Ni4,True
2515,La3Al44Ni3,True
2516,La3Al4Cu3,False
2517,La3Al4Ni3,True
2518,La3Al5Cu2,False
2519,La3Al5Ni2,True
2520,La3Al6Ni,False
2521,La3Al6Ni11,False
2522,La3Al7,False
2523,La3Al8Ni9,False
2524,La3AlCu,True
2525,La3AlCu6,False
2526,La3AlNi,True
2527,La3AlNi6,True
2528,La3Cu2,False
2529,La3Fe81B16,True
2530,La3Mg10Ni7,True
2531,La3Mg11Ni6,True
2532,La3Mg12Ni5,True
2533,La3Mg13Ni4,True
2534,La3Mg14Cu3,False
2535,La3Mg14Ni3,True
2536,La3Mg15Ni2,True
2537,La3Mg16Ni,False
2538,La3Mg2Cu5,False
2539,La3Mg3Cu4,True
2540,La3Mg3Ni4,True
2541,La3Mg4Cu3,True
2542,La3Mg4Ni3,True
2543,La3Mg5Cu2,True
2544,La3Mg5Ni2,True
2545,La3Mg6Ni,False
2546,La3Mg72Zn25,True
2547,La3Mg75Zn22,True
2548,La3Ni2,True
2549,La3Ni7,False
2550,La3Zr5Fe42,True
2551,La4(Al2Ni)7,True
2552,La4(AlNi)3,True
2553,La4(MgCu)3,True
2554,La41AlNi8,True
2555,La43Al3Ni4,True
2556,La43Al4Ni3,True
2557,La43Al57,True
2558,La43Al5Ni2,True
2559,La49AlNi50,True
2560,La4Al,True
2561,La4Al11Ni5,True
2562,La4Al45Ni,True
2563,La4Al5Cu,False
2564,La4Al5Ni,True
2565,La4Al5Ni11,True
2566,La4AlCu5,False
2567,La4AlNi5,True
2568,La4Cu,False
2569,La4Mg11Cu5,True
2570,La4Mg11Ni5,True
2571,La4Mg13Ni3,True
2572,La4Mg5Cu,False
2573,La4Mg5Ni,True
2574,La4Mg7Ni9,True
2575,La4Mg9Ni7,True
2576,La4MgNi5,False
2577,La4Ni,True
2578,La5(Al14Ni)3,True
2579,La5(Al2Ni3)3,True
2580,La5(Al3Ni2)3,True
2581,La5(AlNi4)3,False
2582,La5(Mg3Ni2)3,True
2583,La5Al13Ni2,False
2584,La5Al14Ni,False
2585,La5Al2Ni13,False
2586,La5Al2Ni3,True
2587,La5Al31Ni14,True
2588,La5Al3Cu2,True
2589,La5Al3Ni2,True
2590,La5Al44Ni,True
2591,La5Al4Cu,False
2592,La5Al4Ni,True
2593,La5Al7Ni8,True
2594,La5Al87Ni8,True
2595,La5Al8Ni7,True
2596,La5Al91Ni4,True
2597,La5AlNi4,True
2598,La5Mg11Cu4,False
2599,La5Mg2Cu3,False
2600,La5Mg2Ni3,False
2601,La5Mg3Cu2,False
2602,La6(AlNi)7,True
2603,La62.5Cu37.5,True
2604,La63Cu37,True
2605,La6Al11Ni3,False
2606,La6Al13Ni,False
2607,La6Al3Cu,True
2608,La6Al3Ni,True
2609,La6Al3Ni11,True
2610,La6Al5Ni9,True
2611,La6Al85Ni9,True
2612,La6Al9Ni5,True
2613,La6AlCu3,True
2614,La6AlNi3,True
2615,La6Mg11Cu3,False
2616,La6Mg15Ni4,True
2617,La6Mg9Cu5,True
2618,La6Mg9Ni5,True
2619,La7.5Al85Mo7.5,True
2620,La7.5Nb7.5Al85,True
2621,La7.5Zr7.5Al85,True
2622,La73Cu27,True
2623,La7Al10Ni3,True
2624,La7Al11Ni2,False
2625,La7Al29Ni14,True
2626,La7Al2Cu,False
2627,La7Al2Ni,True
2628,La7Al2Ni11,True
2629,La7Al3,True
2630,La7Al43,True
2631,La7Al4Ni9,True
2632,La7Al6Cu7,True
2633,La7Al6Ni7,True
2634,La7Al7Ni6,True
2635,La7Al88Ni5,True
2636,La7Al89Ni4,True
2637,La7Al8Ni5,True
2638,La7Al91Ni2,True
2639,La7Al9Ni4,True
2640,La7AlCu2,False
2641,La7AlNi2,True
2642,La7Mg10Ni3,True
2643,La7Mg71Zn22,True
2644,La7Ni3,True
2645,La8(Al3Ni)3,True
2646,La8(Al9Ni5)3,True
2647,La8(AlNi3)3,True
2648,La8(Mg3Cu)3,True
2649,La81AlNi18,True
2650,La83Al3Ni14,True
2651,La83Al5Ni12,True
2652,La87Al11Ni2,True
2653,La87Al13,True
2654,La8Al11Ni,True
2655,La8Al5Cu7,True
2656,La8Al5Ni7,True
2657,La8Al7Ni5,True
2658,La8AlCu,False
2659,La8AlNi,True
2660,La8AlNi11,True
2661,La8Mg67Zn25,True
2662,La8Mg7Cu5,True
2663,La9(Mg5Ni3)2,True
2664,La9Al,False
2665,La9Al10Ni,True
2666,La9Al11,True
2667,La9Al12Ni29,True
2668,La9Al13Ni28,True
2669,La9Al14Ni27,True
2670,La9Al15Ni26,True
2671,La9Al16Ni25,True
2672,La9Al17Ni24,True
2673,La9Al18Ni23,True
2674,La9Al19Ni22,True
2675,La9Al20Ni21,True
2676,La9Al21Ni20,True
2677,La9Al22Ni19,True
2678,La9Al23Ni18,True
2679,La9Al24Ni17,True
2680,La9Al25Ni16,True
2681,La9Al2Ni9,True
2682,La9Al4Ni7,True
2683,La9Al5Ni6,True
2684,La9Al6Ni5,True
2685,La9Al7Ni4,True
2686,La9Al8Ni3,True
2687,La9Al9Ni2,True
2688,La9AlNi15,True
2689,La9Cu36.4Au54.6,True
2690,La9Cu45.5Au45.5,True
2691,La9Cu68.25Au22.75,True
2692,La9Mg35Ni6,True
2693,La9Mg85Ni6,True
2694,La9Ni,False
2695,LaAl,True
2696,LaAl14Ni5,True
2697,LaAl15Ni4,True
2698,LaAl17Cu2,False
2699,LaAl17Ni2,True
2700,LaAl17Ni7,True
2701,LaAl18Cu,True
2702,LaAl18Ni,False
2703,LaAl2Ni,True
2704,LaAl2Ni7,False
2705,LaAl36Ni13,True
2706,LaAl37Ni12,True
2707,LaAl38Ni11,True
2708,LaAl39Ni10,True
2709,LaAl3Ni,True
2710,LaAl4,False
2711,LaAl40Ni9,True
2712,LaAl41Ni8,True
2713,LaAl43Ni6,True
2714,LaAl44Ni5,True
2715,LaAl4Ni5,False
2716,LaAl5Cu4,False
2717,LaAl5Ni4,False
2718,LaAl7Cu2,False
2719,LaAl8Cu,False
